"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Côte d'Ivoire","Conventional crude oil - exports","2016","Metric tons,  thousand","2038",""
"Côte d'Ivoire","Conventional crude oil - exports","2015","Metric tons,  thousand","1338",""
"Côte d'Ivoire","Conventional crude oil - exports","2014","Metric tons,  thousand","888",""
"Côte d'Ivoire","Conventional crude oil - exports","2013","Metric tons,  thousand","1234",""
"Côte d'Ivoire","Conventional crude oil - exports","2012","Metric tons,  thousand","1433",""
"Côte d'Ivoire","Conventional crude oil - exports","2011","Metric tons,  thousand","1623",""
"Côte d'Ivoire","Conventional crude oil - exports","2010","Metric tons,  thousand","1921",""
"Côte d'Ivoire","Conventional crude oil - exports","2009","Metric tons,  thousand","2164",""
"Côte d'Ivoire","Conventional crude oil - exports","2008","Metric tons,  thousand","2076",""
"Côte d'Ivoire","Conventional crude oil - exports","2007","Metric tons,  thousand","2400",""
"Côte d'Ivoire","Conventional crude oil - exports","2006","Metric tons,  thousand","2998",""
"Côte d'Ivoire","Conventional crude oil - exports","2005","Metric tons,  thousand","1970",""
"Côte d'Ivoire","Conventional crude oil - exports","2004","Metric tons,  thousand","1278",""
"Côte d'Ivoire","Conventional crude oil - exports","2003","Metric tons,  thousand","1184",""
"Côte d'Ivoire","Conventional crude oil - exports","2002","Metric tons,  thousand","329",""
"Côte d'Ivoire","Conventional crude oil - exports","2001","Metric tons,  thousand","242",""
"Côte d'Ivoire","Conventional crude oil - exports","2000","Metric tons,  thousand","339",""
"Côte d'Ivoire","Conventional crude oil - exports","1999","Metric tons,  thousand","470",""
"Côte d'Ivoire","Conventional crude oil - exports","1998","Metric tons,  thousand","505",""
"Côte d'Ivoire","Conventional crude oil - exports","1997","Metric tons,  thousand","706",""
"Côte d'Ivoire","Conventional crude oil - exports","1996","Metric tons,  thousand","860",""
"Côte d'Ivoire","Conventional crude oil - exports","1995","Metric tons,  thousand","420",""
"Côte d'Ivoire","Conventional crude oil - exports","1994","Metric tons,  thousand","310",""
"Côte d'Ivoire","Conventional crude oil - exports","1993","Metric tons,  thousand","314",""
"Côte d'Ivoire","Conventional crude oil - exports","1992","Metric tons,  thousand","378",""
"Côte d'Ivoire","Conventional crude oil - exports","1991","Metric tons,  thousand","388",""
"Côte d'Ivoire","Conventional crude oil - exports","1990","Metric tons,  thousand","25",""
"Croatia","Conventional crude oil - exports","2020","Metric tons,  thousand","555.4",""
"Croatia","Conventional crude oil - exports","2019","Metric tons,  thousand","121.6",""
"Croatia","Conventional crude oil - exports","2000","Metric tons,  thousand","35",""
"Croatia","Conventional crude oil - exports","1999","Metric tons,  thousand","130",""
"Croatia","Conventional crude oil - exports","1998","Metric tons,  thousand","40",""
"Croatia","Conventional crude oil - exports","1997","Metric tons,  thousand","40",""
"Croatia","Conventional crude oil - exports","1996","Metric tons,  thousand","111",""
"Croatia","Conventional crude oil - exports","1995","Metric tons,  thousand","250",""
"Croatia","Conventional crude oil - exports","1994","Metric tons,  thousand","218",""
"Croatia","Conventional crude oil - exports","1993","Metric tons,  thousand","524",""
"Croatia","Conventional crude oil - exports","1992","Metric tons,  thousand","627",""
"Cuba","Conventional crude oil - exports","1991","Metric tons,  thousand","0",""
"Cuba","Conventional crude oil - exports","1990","Metric tons,  thousand","74",""
"Czechia","Conventional crude oil - exports","2018","Metric tons,  thousand","22",""
"Czechia","Conventional crude oil - exports","2017","Metric tons,  thousand","24",""
"Czechia","Conventional crude oil - exports","2016","Metric tons,  thousand","28",""
"Czechia","Conventional crude oil - exports","2015","Metric tons,  thousand","28",""
"Czechia","Conventional crude oil - exports","2014","Metric tons,  thousand","27",""
"Czechia","Conventional crude oil - exports","2013","Metric tons,  thousand","25",""
"Czechia","Conventional crude oil - exports","2012","Metric tons,  thousand","21",""
"Czechia","Conventional crude oil - exports","2011","Metric tons,  thousand","19",""
"Czechia","Conventional crude oil - exports","2010","Metric tons,  thousand","20",""
"Czechia","Conventional crude oil - exports","2009","Metric tons,  thousand","21",""
"Czechia","Conventional crude oil - exports","2008","Metric tons,  thousand","20",""
"Czechia","Conventional crude oil - exports","2007","Metric tons,  thousand","17",""
"Czechia","Conventional crude oil - exports","2006","Metric tons,  thousand","42",""
"Czechia","Conventional crude oil - exports","2005","Metric tons,  thousand","58",""
"Czechia","Conventional crude oil - exports","2004","Metric tons,  thousand","64",""
"Czechia","Conventional crude oil - exports","2003","Metric tons,  thousand","133",""
"Czechia","Conventional crude oil - exports","2002","Metric tons,  thousand","140",""
"Czechia","Conventional crude oil - exports","2001","Metric tons,  thousand","119",""
"Czechia","Conventional crude oil - exports","2000","Metric tons,  thousand","111",""
"Czechia","Conventional crude oil - exports","1999","Metric tons,  thousand","109",""
"Czechia","Conventional crude oil - exports","1998","Metric tons,  thousand","103",""
"Czechia","Conventional crude oil - exports","1997","Metric tons,  thousand","91",""
"Czechia","Conventional crude oil - exports","1996","Metric tons,  thousand","84",""
"Czechia","Conventional crude oil - exports","1995","Metric tons,  thousand","102",""
"Czechia","Conventional crude oil - exports","1994","Metric tons,  thousand","222",""
"Czechia","Conventional crude oil - exports","1993","Metric tons,  thousand","65",""
"Czechia","Conventional crude oil - exports","1992","Metric tons,  thousand","40",""
"Czechoslovakia (former)","Conventional crude oil - exports","1991","Metric tons,  thousand","0",""
"Czechoslovakia (former)","Conventional crude oil - exports","1990","Metric tons,  thousand","0",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2020","Metric tons,  thousand","1116.065",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2019","Metric tons,  thousand","1170.028",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2018","Metric tons,  thousand","1334",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2017","Metric tons,  thousand","1198.153",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2016","Metric tons,  thousand","996",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2015","Metric tons,  thousand","1048",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2014","Metric tons,  thousand","1061",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2013","Metric tons,  thousand","1129",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2012","Metric tons,  thousand","1197",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2011","Metric tons,  thousand","1205",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2010","Metric tons,  thousand","1109",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2009","Metric tons,  thousand","1109",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2008","Metric tons,  thousand","1139",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2007","Metric tons,  thousand","1215",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2006","Metric tons,  thousand","1261",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2005","Metric tons,  thousand","1269",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2004","Metric tons,  thousand","1393",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2003","Metric tons,  thousand","1286",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2002","Metric tons,  thousand","1181",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2001","Metric tons,  thousand","1218",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","2000","Metric tons,  thousand","1186",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","1999","Metric tons,  thousand","1174",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","1998","Metric tons,  thousand","1130",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","1997","Metric tons,  thousand","1128",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","1996","Metric tons,  thousand","1125",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","1995","Metric tons,  thousand","1130",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","1994","Metric tons,  thousand","1133",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","1993","Metric tons,  thousand","1012",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","1992","Metric tons,  thousand","1020",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","1991","Metric tons,  thousand","1117",""
"Dem. Rep. of the Congo","Conventional crude oil - exports","1990","Metric tons,  thousand","1150",""
"Denmark","Conventional crude oil - exports","2021","Metric tons,  thousand","855",""
"Denmark","Conventional crude oil - exports","2020","Metric tons,  thousand","1089.145",""
"Denmark","Conventional crude oil - exports","2019","Metric tons,  thousand","2301.452",""
"Denmark","Conventional crude oil - exports","2018","Metric tons,  thousand","2808.605",""
"Denmark","Conventional crude oil - exports","2017","Metric tons,  thousand","4097.639",""
"Denmark","Conventional crude oil - exports","2016","Metric tons,  thousand","3877",""
"Denmark","Conventional crude oil - exports","2015","Metric tons,  thousand","4523",""
"Denmark","Conventional crude oil - exports","2014","Metric tons,  thousand","4799",""
"Denmark","Conventional crude oil - exports","2013","Metric tons,  thousand","6165",""
"Denmark","Conventional crude oil - exports","2012","Metric tons,  thousand","6059",""
"Denmark","Conventional crude oil - exports","2011","Metric tons,  thousand","7275",""
"Denmark","Conventional crude oil - exports","2010","Metric tons,  thousand","7702",""
"Denmark","Conventional crude oil - exports","2009","Metric tons,  thousand","8557",""
"Denmark","Conventional crude oil - exports","2008","Metric tons,  thousand","8656",""
"Denmark","Conventional crude oil - exports","2007","Metric tons,  thousand","9402",""
"Denmark","Conventional crude oil - exports","2006","Metric tons,  thousand","11568",""
"Denmark","Conventional crude oil - exports","2005","Metric tons,  thousand","13627",""
"Denmark","Conventional crude oil - exports","2004","Metric tons,  thousand","14940",""
"Denmark","Conventional crude oil - exports","2003","Metric tons,  thousand","13352",""
"Denmark","Conventional crude oil - exports","2002","Metric tons,  thousand","13727",""
"Denmark","Conventional crude oil - exports","2001","Metric tons,  thousand","11932",""
"Denmark","Conventional crude oil - exports","2000","Metric tons,  thousand","13395",""
"Denmark","Conventional crude oil - exports","1999","Metric tons,  thousand","11015",""
"Denmark","Conventional crude oil - exports","1998","Metric tons,  thousand","8288",""
"Denmark","Conventional crude oil - exports","1997","Metric tons,  thousand","7030",""
"Denmark","Conventional crude oil - exports","1996","Metric tons,  thousand","5241",""
"Denmark","Conventional crude oil - exports","1995","Metric tons,  thousand","4753",""
"Denmark","Conventional crude oil - exports","1994","Metric tons,  thousand","5909",""
"Denmark","Conventional crude oil - exports","1993","Metric tons,  thousand","5115",""
"Denmark","Conventional crude oil - exports","1992","Metric tons,  thousand","4426",""
"Denmark","Conventional crude oil - exports","1991","Metric tons,  thousand","4254",""
"Denmark","Conventional crude oil - exports","1990","Metric tons,  thousand","2769",""
"Ecuador","Conventional crude oil - exports","2021","Metric tons,  thousand","16323.685",""
"Ecuador","Conventional crude oil - exports","2020","Metric tons,  thousand","17573.99",""
"Ecuador","Conventional crude oil - exports","2019","Metric tons,  thousand","19048.04",""
"Ecuador","Conventional crude oil - exports","2018","Metric tons,  thousand","18019.12",""
"Ecuador","Conventional crude oil - exports","2017","Metric tons,  thousand","18350.5",""
"Ecuador","Conventional crude oil - exports","2016","Metric tons,  thousand","19514.6",""
"Ecuador","Conventional crude oil - exports","2015","Metric tons,  thousand","20687.7",""
"Ecuador","Conventional crude oil - exports","2014","Metric tons,  thousand","20890.3",""
"Ecuador","Conventional crude oil - exports","2013","Metric tons,  thousand","18966.4",""
"Ecuador","Conventional crude oil - exports","2012","Metric tons,  thousand","17421.8",""
"Ecuador","Conventional crude oil - exports","2011","Metric tons,  thousand","16552.6",""
"Ecuador","Conventional crude oil - exports","2010","Metric tons,  thousand","16868.4",""
"Ecuador","Conventional crude oil - exports","2009","Metric tons,  thousand","16064.9",""
"Ecuador","Conventional crude oil - exports","2008","Metric tons,  thousand","17103",""
"Ecuador","Conventional crude oil - exports","2007","Metric tons,  thousand","16862.4",""
"Ecuador","Conventional crude oil - exports","2006","Metric tons,  thousand","19644",""
"Ecuador","Conventional crude oil - exports","2005","Metric tons,  thousand","18818",""
"Ecuador","Conventional crude oil - exports","2004","Metric tons,  thousand","18506",""
"Ecuador","Conventional crude oil - exports","2003","Metric tons,  thousand","13224",""
"Ecuador","Conventional crude oil - exports","2002","Metric tons,  thousand","12058",""
"Ecuador","Conventional crude oil - exports","2001","Metric tons,  thousand","12758",""
"Ecuador","Conventional crude oil - exports","2000","Metric tons,  thousand","12387",""
"Ecuador","Conventional crude oil - exports","1999","Metric tons,  thousand","12112",""
"Ecuador","Conventional crude oil - exports","1998","Metric tons,  thousand","12277",""
"Ecuador","Conventional crude oil - exports","1997","Metric tons,  thousand","12780",""
"Ecuador","Conventional crude oil - exports","1996","Metric tons,  thousand","11056",""
"Ecuador","Conventional crude oil - exports","1995","Metric tons,  thousand","12686",""
"Ecuador","Conventional crude oil - exports","1994","Metric tons,  thousand","12421",""
"Ecuador","Conventional crude oil - exports","1993","Metric tons,  thousand","11404",""
"Ecuador","Conventional crude oil - exports","1992","Metric tons,  thousand","10643",""
"Ecuador","Conventional crude oil - exports","1991","Metric tons,  thousand","9337",""
"Ecuador","Conventional crude oil - exports","1990","Metric tons,  thousand","8911",""
"Egypt","Conventional crude oil - exports","2020","Metric tons,  thousand","10026.473",""
"Egypt","Conventional crude oil - exports","2019","Metric tons,  thousand","8445.867",""
"Egypt","Conventional crude oil - exports","2018","Metric tons,  thousand","10559",""
"Egypt","Conventional crude oil - exports","2017","Metric tons,  thousand","9594",""
"Egypt","Conventional crude oil - exports","2016","Metric tons,  thousand","11392",""
"Egypt","Conventional crude oil - exports","2015","Metric tons,  thousand","12399",""
"Egypt","Conventional crude oil - exports","2014","Metric tons,  thousand","12161",""
"Egypt","Conventional crude oil - exports","2013","Metric tons,  thousand","11752",""
"Egypt","Conventional crude oil - exports","2012","Metric tons,  thousand","9530",""
"Egypt","Conventional crude oil - exports","2011","Metric tons,  thousand","4678",""
"Egypt","Conventional crude oil - exports","2010","Metric tons,  thousand","6824",""
"Egypt","Conventional crude oil - exports","2009","Metric tons,  thousand","5437",""
"Egypt","Conventional crude oil - exports","2008","Metric tons,  thousand","4975",""
"Egypt","Conventional crude oil - exports","2007","Metric tons,  thousand","1474",""
"Egypt","Conventional crude oil - exports","2006","Metric tons,  thousand","1803",""
"Egypt","Conventional crude oil - exports","2005","Metric tons,  thousand","2055",""
"Egypt","Conventional crude oil - exports","2004","Metric tons,  thousand","962",""
"Egypt","Conventional crude oil - exports","2003","Metric tons,  thousand","787",""
"Egypt","Conventional crude oil - exports","2002","Metric tons,  thousand","2420",""
"Egypt","Conventional crude oil - exports","2001","Metric tons,  thousand","2409",""
"Egypt","Conventional crude oil - exports","2000","Metric tons,  thousand","2140",""
"Egypt","Conventional crude oil - exports","1999","Metric tons,  thousand","2819",""
"Egypt","Conventional crude oil - exports","1998","Metric tons,  thousand","2791",""
"Egypt","Conventional crude oil - exports","1997","Metric tons,  thousand","6148",""
"Egypt","Conventional crude oil - exports","1996","Metric tons,  thousand","6685",""
"Egypt","Conventional crude oil - exports","1995","Metric tons,  thousand","8369",""
"Egypt","Conventional crude oil - exports","1994","Metric tons,  thousand","8346",""
"Egypt","Conventional crude oil - exports","1993","Metric tons,  thousand","19610",""
"Egypt","Conventional crude oil - exports","1992","Metric tons,  thousand","21171","1"
"Egypt","Conventional crude oil - exports","1991","Metric tons,  thousand","20631","1"
"Egypt","Conventional crude oil - exports","1990","Metric tons,  thousand","19113",""
"El Salvador","Conventional crude oil - exports","2013","Metric tons,  thousand","11",""
"Equatorial Guinea","Conventional crude oil - exports","2021","Metric tons,  thousand","7073","1"
"Equatorial Guinea","Conventional crude oil - exports","2020","Metric tons,  thousand","7073",""
"Equatorial Guinea","Conventional crude oil - exports","2019","Metric tons,  thousand","7058",""
"Equatorial Guinea","Conventional crude oil - exports","2018","Metric tons,  thousand","7472",""
"Equatorial Guinea","Conventional crude oil - exports","2017","Metric tons,  thousand","8639",""
"Equatorial Guinea","Conventional crude oil - exports","2016","Metric tons,  thousand","10190",""
"Equatorial Guinea","Conventional crude oil - exports","2015","Metric tons,  thousand","12018",""
"Equatorial Guinea","Conventional crude oil - exports","2014","Metric tons,  thousand","13052",""
"Equatorial Guinea","Conventional crude oil - exports","2013","Metric tons,  thousand","12855",""
"Equatorial Guinea","Conventional crude oil - exports","2012","Metric tons,  thousand","14963",""
"Equatorial Guinea","Conventional crude oil - exports","2011","Metric tons,  thousand","13609",""
"Equatorial Guinea","Conventional crude oil - exports","2010","Metric tons,  thousand","14095",""
"Equatorial Guinea","Conventional crude oil - exports","2009","Metric tons,  thousand","15253",""
"Equatorial Guinea","Conventional crude oil - exports","2008","Metric tons,  thousand","17426",""
"Equatorial Guinea","Conventional crude oil - exports","2007","Metric tons,  thousand","16609",""
"Equatorial Guinea","Conventional crude oil - exports","2006","Metric tons,  thousand","16541",""
"Equatorial Guinea","Conventional crude oil - exports","2005","Metric tons,  thousand","18047",""
"Equatorial Guinea","Conventional crude oil - exports","2004","Metric tons,  thousand","17611",""
"Equatorial Guinea","Conventional crude oil - exports","2003","Metric tons,  thousand","12559",""
"Equatorial Guinea","Conventional crude oil - exports","2002","Metric tons,  thousand","11300",""
"Equatorial Guinea","Conventional crude oil - exports","2001","Metric tons,  thousand","9644",""
"Equatorial Guinea","Conventional crude oil - exports","2000","Metric tons,  thousand","5777",""
"Equatorial Guinea","Conventional crude oil - exports","1999","Metric tons,  thousand","4999.140893",""
"Equatorial Guinea","Conventional crude oil - exports","1998","Metric tons,  thousand","4338.487973",""
"Equatorial Guinea","Conventional crude oil - exports","1997","Metric tons,  thousand","2940.721649",""
"Equatorial Guinea","Conventional crude oil - exports","1996","Metric tons,  thousand","841.838488",""
"Equatorial Guinea","Conventional crude oil - exports","1995","Metric tons,  thousand","311.254296",""
"Equatorial Guinea","Conventional crude oil - exports","1994","Metric tons,  thousand","242",""
"Equatorial Guinea","Conventional crude oil - exports","1993","Metric tons,  thousand","222",""
"Equatorial Guinea","Conventional crude oil - exports","1992","Metric tons,  thousand","125",""
"Equatorial Guinea","Conventional crude oil - exports","1991","Metric tons,  thousand","0",""
"Fiji","Conventional crude oil - exports","2016","Metric tons,  thousand","0",""
"Fiji","Conventional crude oil - exports","2015","Metric tons,  thousand","0",""
"Fiji","Conventional crude oil - exports","2014","Metric tons,  thousand","0",""
"Fiji","Conventional crude oil - exports","2013","Metric tons,  thousand","0",""
"Fiji","Conventional crude oil - exports","2012","Metric tons,  thousand","0",""
"Fiji","Conventional crude oil - exports","2011","Metric tons,  thousand","0",""
"Fiji","Conventional crude oil - exports","2010","Metric tons,  thousand","0",""
"Fiji","Conventional crude oil - exports","2009","Metric tons,  thousand","0",""
"Fiji","Conventional crude oil - exports","2008","Metric tons,  thousand","0.0002",""
"Finland","Conventional crude oil - exports","1992","Metric tons,  thousand","4",""
"France","Conventional crude oil - exports","2021","Metric tons,  thousand","76.208",""
"France","Conventional crude oil - exports","2020","Metric tons,  thousand","82.05",""
"France","Conventional crude oil - exports","2019","Metric tons,  thousand","66.862",""
"France","Conventional crude oil - exports","2018","Metric tons,  thousand","0",""
"France","Conventional crude oil - exports","2017","Metric tons,  thousand","67",""
"France","Conventional crude oil - exports","2016","Metric tons,  thousand","0",""
"France","Conventional crude oil - exports","2015","Metric tons,  thousand","40",""
"France","Conventional crude oil - exports","2014","Metric tons,  thousand","20",""
"France","Conventional crude oil - exports","2013","Metric tons,  thousand","68",""
"France","Conventional crude oil - exports","2012","Metric tons,  thousand","183",""
"France","Conventional crude oil - exports","2011","Metric tons,  thousand","461",""
"France","Conventional crude oil - exports","2010","Metric tons,  thousand","0",""
"Gabon","Conventional crude oil - exports","2020","Metric tons,  thousand","9868.673",""
"Gabon","Conventional crude oil - exports","2019","Metric tons,  thousand","10330.956",""
"Gabon","Conventional crude oil - exports","2018","Metric tons,  thousand","8691.486",""
"Gabon","Conventional crude oil - exports","2017","Metric tons,  thousand","9375.2",""
"Gabon","Conventional crude oil - exports","2016","Metric tons,  thousand","10516",""
"Gabon","Conventional crude oil - exports","2015","Metric tons,  thousand","10701",""
"Gabon","Conventional crude oil - exports","2014","Metric tons,  thousand","10150",""
"Gabon","Conventional crude oil - exports","2013","Metric tons,  thousand","10165",""
"Gabon","Conventional crude oil - exports","2012","Metric tons,  thousand","10785",""
"Gabon","Conventional crude oil - exports","2011","Metric tons,  thousand","11019",""
"Gabon","Conventional crude oil - exports","2010","Metric tons,  thousand","12156",""
"Gabon","Conventional crude oil - exports","2009","Metric tons,  thousand","10586",""
"Gabon","Conventional crude oil - exports","2008","Metric tons,  thousand","10734",""
"Gabon","Conventional crude oil - exports","2007","Metric tons,  thousand","11372",""
"Gabon","Conventional crude oil - exports","2006","Metric tons,  thousand","11267",""
"Gabon","Conventional crude oil - exports","2005","Metric tons,  thousand","12643",""
"Gabon","Conventional crude oil - exports","2004","Metric tons,  thousand","12921",""
"Gabon","Conventional crude oil - exports","2003","Metric tons,  thousand","12664",""
"Gabon","Conventional crude oil - exports","2002","Metric tons,  thousand","11941",""
"Gabon","Conventional crude oil - exports","2001","Metric tons,  thousand","12396",""
"Gabon","Conventional crude oil - exports","2000","Metric tons,  thousand","13177",""
"Gabon","Conventional crude oil - exports","1999","Metric tons,  thousand","15055",""
"Gabon","Conventional crude oil - exports","1998","Metric tons,  thousand","17009",""
"Gabon","Conventional crude oil - exports","1997","Metric tons,  thousand","18057",""
"Gabon","Conventional crude oil - exports","1996","Metric tons,  thousand","17796",""
"Gabon","Conventional crude oil - exports","1995","Metric tons,  thousand","17651",""
"Gabon","Conventional crude oil - exports","1994","Metric tons,  thousand","16526",""
"Gabon","Conventional crude oil - exports","1993","Metric tons,  thousand","14757",""
"Gabon","Conventional crude oil - exports","1992","Metric tons,  thousand","13546",""
"Gabon","Conventional crude oil - exports","1991","Metric tons,  thousand","13819",""
"Gabon","Conventional crude oil - exports","1990","Metric tons,  thousand","11909",""
"Georgia","Conventional crude oil - exports","2018","Metric tons,  thousand","9.3",""
"Georgia","Conventional crude oil - exports","2017","Metric tons,  thousand","7.4",""
"Georgia","Conventional crude oil - exports","2016","Metric tons,  thousand","18.1",""
"Georgia","Conventional crude oil - exports","2015","Metric tons,  thousand","152.7",""
"Georgia","Conventional crude oil - exports","2014","Metric tons,  thousand","51.3",""
"Georgia","Conventional crude oil - exports","2013","Metric tons,  thousand","57",""
"Georgia","Conventional crude oil - exports","2012","Metric tons,  thousand","37",""
"Georgia","Conventional crude oil - exports","2011","Metric tons,  thousand","49",""
"Georgia","Conventional crude oil - exports","2010","Metric tons,  thousand","58",""
"Georgia","Conventional crude oil - exports","2009","Metric tons,  thousand","60",""
"Georgia","Conventional crude oil - exports","2008","Metric tons,  thousand","35",""
"Georgia","Conventional crude oil - exports","2007","Metric tons,  thousand","58",""
"Georgia","Conventional crude oil - exports","2006","Metric tons,  thousand","60",""
"Georgia","Conventional crude oil - exports","2005","Metric tons,  thousand","64",""
"Georgia","Conventional crude oil - exports","2004","Metric tons,  thousand","52",""
"Georgia","Conventional crude oil - exports","2003","Metric tons,  thousand","72",""
"Georgia","Conventional crude oil - exports","2002","Metric tons,  thousand","51",""
"Georgia","Conventional crude oil - exports","2001","Metric tons,  thousand","70",""
"Georgia","Conventional crude oil - exports","2000","Metric tons,  thousand","75",""
"Georgia","Conventional crude oil - exports","1999","Metric tons,  thousand","40",""
"Georgia","Conventional crude oil - exports","1998","Metric tons,  thousand","54",""
"Georgia","Conventional crude oil - exports","1997","Metric tons,  thousand","131",""
"Georgia","Conventional crude oil - exports","1996","Metric tons,  thousand","113",""
"Georgia","Conventional crude oil - exports","1995","Metric tons,  thousand","0",""
"Georgia","Conventional crude oil - exports","1994","Metric tons,  thousand","0",""
"Germany","Conventional crude oil - exports","2019","Metric tons,  thousand","106",""
"Germany","Conventional crude oil - exports","2016","Metric tons,  thousand","101",""
"Germany","Conventional crude oil - exports","2015","Metric tons,  thousand","333",""
"Germany","Conventional crude oil - exports","2014","Metric tons,  thousand","30",""
"Germany","Conventional crude oil - exports","2013","Metric tons,  thousand","34",""
"Germany","Conventional crude oil - exports","2012","Metric tons,  thousand","194",""
"Germany","Conventional crude oil - exports","2011","Metric tons,  thousand","375",""
"Germany","Conventional crude oil - exports","2010","Metric tons,  thousand","706",""
"Germany","Conventional crude oil - exports","2009","Metric tons,  thousand","110",""
"Germany","Conventional crude oil - exports","2008","Metric tons,  thousand","135",""
"Germany","Conventional crude oil - exports","2007","Metric tons,  thousand","690",""
"Germany","Conventional crude oil - exports","2006","Metric tons,  thousand","548",""
"Germany","Conventional crude oil - exports","2005","Metric tons,  thousand","703",""
"Germany","Conventional crude oil - exports","2004","Metric tons,  thousand","1108",""
"Germany","Conventional crude oil - exports","2003","Metric tons,  thousand","647",""
"Germany","Conventional crude oil - exports","2002","Metric tons,  thousand","1322",""
"Germany","Conventional crude oil - exports","2001","Metric tons,  thousand","1030",""
"Germany","Conventional crude oil - exports","2000","Metric tons,  thousand","3217",""
"Germany","Conventional crude oil - exports","1999","Metric tons,  thousand","1741",""
"Germany","Conventional crude oil - exports","1998","Metric tons,  thousand","1389",""
"Germany","Conventional crude oil - exports","1997","Metric tons,  thousand","3583",""
"Germany","Conventional crude oil - exports","1996","Metric tons,  thousand","1778",""
"Germany","Conventional crude oil - exports","1995","Metric tons,  thousand","763",""
"Germany","Conventional crude oil - exports","1994","Metric tons,  thousand","1121",""
"Germany","Conventional crude oil - exports","1993","Metric tons,  thousand","108",""
"Germany","Conventional crude oil - exports","1992","Metric tons,  thousand","208",""
"Germany, Fed. R. (former)","Conventional crude oil - exports","1990","Metric tons,  thousand","0",""
"Ghana","Conventional crude oil - exports","2021","Metric tons,  thousand","7916.55",""
"Ghana","Conventional crude oil - exports","2020","Metric tons,  thousand","9636.89",""
"Ghana","Conventional crude oil - exports","2019","Metric tons,  thousand","10140.7",""
"Ghana","Conventional crude oil - exports","2018","Metric tons,  thousand","8860",""
"Ghana","Conventional crude oil - exports","2017","Metric tons,  thousand","8141",""
"Ghana","Conventional crude oil - exports","2016","Metric tons,  thousand","4272",""
"Ghana","Conventional crude oil - exports","2015","Metric tons,  thousand","5209",""
"Ghana","Conventional crude oil - exports","2014","Metric tons,  thousand","5386",""
"Ghana","Conventional crude oil - exports","2013","Metric tons,  thousand","5150",""
"Ghana","Conventional crude oil - exports","2012","Metric tons,  thousand","3776",""
"Ghana","Conventional crude oil - exports","2011","Metric tons,  thousand","3533",""
"Ghana","Conventional crude oil - exports","2010","Metric tons,  thousand","0",""
"Ghana","Conventional crude oil - exports","2009","Metric tons,  thousand","0",""
"Greece","Conventional crude oil - exports","2021","Metric tons,  thousand","85.057",""
"Greece","Conventional crude oil - exports","2020","Metric tons,  thousand","88.979",""
"Greece","Conventional crude oil - exports","2019","Metric tons,  thousand","242.199",""
"Greece","Conventional crude oil - exports","2018","Metric tons,  thousand","201.536",""
"Greece","Conventional crude oil - exports","2017","Metric tons,  thousand","163",""
"Greece","Conventional crude oil - exports","2016","Metric tons,  thousand","156",""
"Greece","Conventional crude oil - exports","2015","Metric tons,  thousand","80",""
"Greece","Conventional crude oil - exports","2014","Metric tons,  thousand","59",""
"Greece","Conventional crude oil - exports","2013","Metric tons,  thousand","145",""
"Greece","Conventional crude oil - exports","2012","Metric tons,  thousand","258",""
"Greece","Conventional crude oil - exports","2011","Metric tons,  thousand","684",""
"Greece","Conventional crude oil - exports","2010","Metric tons,  thousand","847",""
"Greece","Conventional crude oil - exports","2009","Metric tons,  thousand","998",""
"Greece","Conventional crude oil - exports","2008","Metric tons,  thousand","1063",""
"Greece","Conventional crude oil - exports","2007","Metric tons,  thousand","1056",""
"Greece","Conventional crude oil - exports","2006","Metric tons,  thousand","1054",""
"Greece","Conventional crude oil - exports","2005","Metric tons,  thousand","918",""
